// pclk0 enable
t15664,106,1565,10224
t15578,106,10110,10278
t15374,106,2597,2
t15139,106,2533,2
t15138,106,2543,2
t15948,106,2722,2

// $2007 I/O
t16270,106,203,10553
t16464,106,10574,2811
t16500,106,614,10593
t16541,106,2825,10608
t16477,106,10586,10572
t16476,106,10579,10575
t16463,106,10571,2810
t16432,106,1275,2778
t16540,106,2824,10607

// pclk1:
t4164,58,4471,847
t4094,58,4625,790

// V counter
t3205,58,628,4226
t3320,58,632,4310
t2961,58,588,4140
t2806,58,574,4063
t2596,58,543,3977
t2479,58,537,3904
t2231,58,496,3787
t2120,58,483,3745
t1822,58,429,3594
t1726,58,423,3583
t1442,58,377,3430
t1369,58,368,3411
t1010,58,311,3251
t909,58,304,3204
t618,58,259,3088
t526,58,248,2995
t449,58,210,2946
t431,58,191,2937

// H counter
t3319,58,631,4309
t3204,58,627,4225
t2960,58,584,4139
t2805,58,572,4062
t2595,58,544,3976
t2478,58,536,3903
t2230,58,495,3786
t2119,58,485,3744
t1821,58,428,3593
t1725,58,422,3582
t1441,58,376,3429
t1368,58,367,3410
t1009,58,310,3250
t908,58,303,3203
t617,58,260,3087
t525,58,247,2994
t448,58,209,2945
t430,58,190,2936

// Sprite logic
t2318,58,508,455
t2636,58,558,2
t2785,58,558,2
t2851,58,3987,3986
t456,58,157,2956
t1214,58,397,2
t3818,58,4303,4550
t3819,58,357,4551
t3921,58,735,2
t4172,58,4705,4624
t3836,58,708,4548
t4001,58,743,2
t2927,58,4025,118
t2926,58,3910,2
t3024,58,4067,4314
t3821,58,10645,4553
t3822,58,4399,4631
t3823,58,10646,4554
t3824,58,4400,4632
t3825,58,10647,4555
t3826,58,4401,4633
t3827,58,10648,4556
t3828,58,4402,4634
t3829,58,10649,4557
t3830,58,4403,4635
t3203,58,611,608

// Random logic
t6314,58,853,5728
t6313,58,852,5727
t6312,58,851,5726
t6311,58,850,5725
t6310,58,849,5724
t6516,58,5807,2
t6733,58,5785,5857
t6305,58,841,5718
t6306,58,824,5719
t6304,58,840,5717
t6307,58,842,5720
t6303,58,823,5716
t6308,58,843,5721
t6302,58,822,5715
t6309,58,844,5722
t6301,58,839,5714
t6295,58,833,5708
t6296,58,834,5709
t6294,58,854,5707
t6297,58,835,5710
t6293,58,832,5706
t6298,58,836,5711
t6299,58,837,5712
t6300,58,838,5713
t6289,58,829,5702
t6290,58,830,5703
t6291,58,831,5704
t6292,58,789,5705
t6287,58,260,5700
t6288,58,209,5701
t6130,58,5462,828
t6001,58,827,5427
t6283,58,495,5696
t6284,58,428,5697
t6285,58,376,5698
t6286,58,310,5699
t5689,58,5298,5423
t5293,58,891,547
t5292,58,892,912
t5291,58,5157,5227
t2518,58,511,547
t2519,58,490,3909
t2360,58,475,526
t2520,58,459,548
t2361,58,421,527

// EXP pins
t181,58,53,61
t180,58,52,60
t1446,58,373,88
t3990,58,714,80

// Palette
t9794,58,6568,7230
t9792,58,6564,7229
t9790,58,6567,7228
t9788,58,6566,7227
t9786,58,6565,7226
t9784,58,1215,7225
t8378,58,6491,6568
t7503,58,6084,2
t8552,58,1217,6493
t8823,58,1258,1249
t8196,58,6495,2
t8307,58,6419,6564
t8377,58,6458,6567
t8374,58,6457,6566
t8376,58,6423,6565
t9231,58,1215,1282

// Pixel pipeline
t8824,58,283,1261
t9019,58,6738,1117
t8942,58,6740,6850
t10416,58,80,7633
t10417,58,88,7634
t10418,58,60,7635
t10419,58,61,7636
t10420,58,7632,1408
t10375,58,7367,7509
t10376,58,1458,7510
t9575,58,1338,1336
t9451,58,1328,1330
t9399,58,1320,1321
t9287,58,1305,1310

// Sprite I/O
t366,58,2916,2920
t363,58,2913,2919
t370,58,2918,2912
t473,58,237,2
t1558,58,3364,3508
t2985,58,4058,4157
t3998,58,4475,4629
t5744,58,5295,5460
t7316,58,5924,6049
t8746,58,6646,6809
t10181,58,7297,7435
t11330,58,7827,7987

// Sprite Rendering
t13188,58,10709,8874
t13329,58,10712,8962
t13432,58,10727,9032
t13521,58,10731,9130
t13665,58,10734,9204
t13792,58,10736,9315
t13908,58,10738,9400
t14039,58,10740,9464
t14191,58,9497,2
t13097,58,8824,8864
t13238,58,8911,8953
t13387,58,8982,9023
t13475,58,9063,9105
t13599,58,9153,9195
t13724,58,9251,9305
t13845,58,9338,9391
t13986,58,9420,9462
t14187,58,9560,9583
t14170,58,9504,9582
t14292,58,2174,2
t14322,58,1840,2
t14457,58,2228,9707
t14660,58,2366,2
t14610,58,9771,9781
t13162,58,8840,8873
t13301,58,8935,8961
t13414,58,9006,9031
t13503,58,9086,9129
t13645,58,9178,9203
t13772,58,9275,9314
t13890,58,9374,9399
t14019,58,9444,9472
